Confusion for fold 1,,
0,0,0
0,8,0
0,1,1
,,
Confusion for fold 2,,
1,1,0
0,6,0
0,1,1
,,
Confusion for fold 3,,
1,2,0
0,8,0
0,0,0
,,
Confusion for fold 4,,
1,2,0
0,6,0
0,0,0
,,
Confusion for fold 5,,
4,0,0
0,5,0
0,0,0
,,
Confusion for fold 6,,
1,1,0
0,3,1
0,1,2
,,
Confusion for fold 7,,
1,1,0
0,5,0
0,0,2
,,
Confusion for fold 8,,
2,0,0
0,5,0
0,1,0
,,
Confusion for fold 9,,
2,0,0
1,5,0
0,2,0
,,
Confusion for fold 10,,
3,2,0
1,3,0
0,0,0
,,
Sum of confusions all folds,,
16,9,0
2,54,1
0,6,6
