Confusion for fold 1,,
8,0,0
0,2,0
0,0,0
,,
Confusion for fold 2,,
7,0,0
0,2,0
0,0,1
,,
Confusion for fold 3,,
5,2,0
2,3,0
0,0,0
,,
Confusion for fold 4,,
9,0,0
0,0,0
0,0,0
,,
Confusion for fold 5,,
6,0,0
1,2,0
0,0,0
,,
Confusion for fold 6,,
8,0,0
0,1,0
0,0,0
,,
Confusion for fold 7,,
7,0,0
0,2,0
0,0,0
,,
Confusion for fold 8,,
9,0,0
0,0,0
0,0,0
,,
Confusion for fold 9,,
8,1,0
0,1,0
0,0,1
,,
Confusion for fold 10,,
9,0,0
0,0,0
0,0,0
,,
Sum of confusions all folds,,
76,3,0
3,13,0
0,0,2
